nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion,fecha_inicio,fecha_fin,hora_fecha_inicio,hora_fecha_fin
Laboratorio de Técnicas de Estudio y Clases de Apoyo Escolar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=912ed305de902910VgnVCM2000001f4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,18:00,Centro Sociocultural Marconi (Villaverde),2024-10-07,2025-04-28,18:00:00.0,23:59:00.0
Laboratorio infantil: Preparando el Carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a00f434865fd4910VgnVCM2000001f4a900aRCRD,28049,Carretera M-607 Km 13 L-10 ,17:00,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),2025-02-22,2025-03-01,17:00:00.0,23:59:00.0
Laboratorio infantil: Preparando el Carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9158434865fd4910VgnVCM2000001f4a900aRCRD,28048,CALLE MIRA EL RIO 4,18:00,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),2025-02-19,2025-02-26,18:00:00.0,23:59:00.0
Laboratorios ciudadanos: Rescatando la memoria de la Dehesa de la Villa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0825a2fa9a3e3910VgnVCM1000001d4a900aRCRD,,,10:00,Centro de Información y Educación Ambiental de Dehesa de la Villa,2025-02-01,2025-03-30,10:00:00.0,23:59:00.0
Las centennials hacen cine,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a4202a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:00,Centro de Cultura Contemporánea Conde Duque,2025-03-05,2025-03-05,20:00:00.0,23:59:00.0
Las chicas de Brodway,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd99d135f9773910VgnVCM1000001d4a900aRCRD,28008,CALLE SANTA POLA 22,19:00,Auditorio Joaquín Rosado (Moncloa-Aravaca),2025-11-14,2025-11-14,19:00:00.0,23:59:00.0
Las cuatro hijas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ab464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,Cineteca Madrid,2025-03-18,2025-03-18,20:00:00.0,23:59:00.0
Las escénicas: taller de teatro para el empoderamiento femenino,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=434f02b68bf54910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,16:30,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-01-08,2025-03-26,16:30:00.0,23:59:00.0
"Las Guerras del Opio, 1839-1860",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d351a577f8f4910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,,Biblioteca Pública Municipal Iván de Vargas (Centro),2025-06-03,2025-06-03,00:00:00.0,23:59:00.0
Las marionetas de la Dehesa te cuentan,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b41c9a484315910VgnVCM1000001d4a900aRCRD,,,11:00,Centro de Información y Educación Ambiental de Dehesa de la Villa,2025-03-02,2025-03-02,11:00:00.0,23:59:00.0
Las novias del sur,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0eb1ef6c9c305910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,Centro Cultural Buero Vallejo (San Blas - Canillejas),2025-03-15,2025-03-15,19:00:00.0,23:59:00.0
Las trágicas payasas de Shakespeare,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=de578dca45bb4910VgnVCM1000001d4a900aRCRD,28044,AVENIDA LAS AGUILAS 2,19:00,Auditorio y sala de exposiciones Paco de Lucía (Latina),2025-03-22,2025-03-22,19:00:00.0,23:59:00.0
Las tres caras de Eva,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6d2d654e4894910VgnVCM2000001f4a900aRCRD,28039,CALLE ALMANSA 9,18:30,Centro Sociocultural José de Espronceda (Tetuán),2025-02-26,2025-02-26,18:30:00.0,23:59:00.0
Las tres guerras carlistas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=80d31a577f8f4910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,19:00,Biblioteca Pública Municipal Iván de Vargas (Centro),2025-04-22,2025-04-22,19:00:00.0,23:59:00.0
"Lectura de textos dramáticos traducidos, por Entre Bambalíneas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ac9ec15205d3910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,17:30,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),2025-01-24,2025-06-20,17:30:00.0,23:59:00.0
Lee Gamble  &amp; Candela Capitán,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b1202a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:00,Centro de Cultura Contemporánea Conde Duque,2025-03-05,2025-03-05,20:00:00.0,23:59:00.0
Legumbre: tu opción saludable todo el año,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b445ec7f30d4910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,11:00,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),2025-02-26,2025-02-26,11:00:00.0,23:59:00.0
Letras Móviles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=278c727228cb4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,19:00,Matadero Madrid,2025-02-25,2025-02-25,19:00:00.0,23:59:00.0
Libres y Seguras. Autodefensa feminista en el Espacio de Igualdad Lourdes Hernández,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=90fe82449be9e810VgnVCM1000001d4a900aRCRD,28019,CALLE COMANDANTE FONTANES 8,18:00,Espacio de Igualdad Lourdes Hernández. Carabanchel,2025-01-23,2025-06-26,18:00:00.0,23:59:00.0
Lirica show,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54407fba36825910VgnVCM2000001f4a900aRCRD,28023,TRAVESIA CA&amp;Ntilde;O 5,19:00,Centro Cultural Juan Genovés (Moncloa - Aravaca),2025-03-23,2025-03-23,19:00:00.0,23:59:00.0
Literatura con nombre de mujer: Club de lectura.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=07773d9181f54910VgnVCM1000001d4a900aRCRD,28022,PLAZA EURIPIDES 1,10:00,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-01-09,2025-03-28,10:00:00.0,23:59:00.0
Lo preciso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0a98dca45bb4910VgnVCM1000001d4a900aRCRD,,,19:00,,2025-03-15,2025-03-15,19:00:00.0,23:59:00.0
Los árboles del parque a través del dibujo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=210273d595325910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,11:30,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-22,2025-03-22,11:30:00.0,23:59:00.0
Los Cabecicubos en la Biblioteca Aluche,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c2d727228cb4910VgnVCM1000001d4a900aRCRD,28047,CALLE CAMARENA 10,18:00,Biblioteca Pública Municipal Aluche (Latina),2025-02-27,2025-02-27,18:00:00.0,23:59:00.0
Los Cabecicubos en la Biblioteca Canillejas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=863d727228cb4910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,18:00,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),2025-03-25,2025-03-25,18:00:00.0,23:59:00.0
Los Cabecicubos en la Biblioteca Gloria Fuertes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b3d727228cb4910VgnVCM1000001d4a900aRCRD,28042,AVENIDA LOGROÑO 179,17:30,Biblioteca Pública Municipal Gloria Fuertes (Barajas),2025-04-04,2025-04-04,17:30:00.0,23:59:00.0
Los Cabecicubos en la Biblioteca Pozo del Tío Raimundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee2d727228cb4910VgnVCM1000001d4a900aRCRD,28053,AVENIDA GLORIETAS 19,12:00,Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),2025-03-03,2025-03-03,12:00:00.0,23:59:00.0
Los destellos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=00efef6c9c305910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,Centro Cultural Buero Vallejo (San Blas - Canillejas),2025-03-08,2025-03-08,19:00:00.0,23:59:00.0
Los destellos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68e133d971394910VgnVCM1000001d4a900aRCRD,28026,AVENIDA RAFAELA YBARRA 41,18:30,Junta Municipal del Distrito de Usera,2025-03-07,2025-03-07,18:30:00.0,23:59:00.0
Los flamencos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9051045e3fd15910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,Cineteca Madrid,2025-03-19,2025-03-19,20:30:00.0,23:59:00.0
Los gigantes de la montaña,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ffeb0f8cebe1910VgnVCM1000001d4a900aRCRD,28001,PLAZA COLON 4,,Fernán Gómez Centro Cultural de la Villa,2025-01-21,2025-03-02,00:00:00.0,23:59:00.0
Los límites de la levedad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74a40c3d9a405910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,19:00,Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro),2025-02-26,2025-02-26,19:00:00.0,23:59:00.0
"Los malestares de Lucía, los malestares de todas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=82bfb1ed8d964910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,12:00,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-01-09,2025-03-27,12:00:00.0,23:59:00.0
Los más pequeños también plantamos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c93d5a33ba4e3910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,Centro de Información y Educación Ambiental de El Huerto de El Retiro,2025-03-16,2025-03-16,11:00:00.0,23:59:00.0
Los procesos creativos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9519f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,Nave 10 Matadero. Creación Dramática Contemporánea,2025-05-26,2025-05-30,00:00:00.0,23:59:00.0
Los relojes de sol domésticos de la Ermita Santa María la Antigua,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2294e2da126d4910VgnVCM2000001f4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,19:30,Biblioteca Pública Municipal La Chata (Carabanchel),2025-02-28,2025-02-28,19:30:00.0,23:59:00.0
Los Rosales. Pasacalles Entierro de la Sardina,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c11abe426bef4910VgnVCM1000001d4a900aRCRD,,,17:30,,2025-03-05,2025-03-05,17:30:00.0,23:59:00.0
Los secretos de los cuentos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d5a2c84ecd15910VgnVCM2000001f4a900aRCRD,28022,AVENIDA SEPTIMA 11,12:00,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),2025-03-02,2025-03-02,12:00:00.0,23:59:00.0
Los Secretos del Capricho: público familiar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bca9ad065bac810VgnVCM1000001d4a900aRCRD,,,10:30,,2025-03-01,2025-03-01,10:30:00.0,23:59:00.0
Los soñadores,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=693391bed4ff4910VgnVCM1000001d4a900aRCRD,28007,PLAZA DAOIZ Y VELARDE 2,12:00,Plaza de Daoíz y Velarde,2025-03-02,2025-03-02,12:00:00.0,23:59:00.0
Los tres cerditos - Okarino Trapisonda (Madrid),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7bb99cb2f80d4910VgnVCM1000001d4a900aRCRD,28009,AVENIDA MÉXICO 4,,Teatro Municipal de Títeres. Parque de El Retiro,2025-04-05,2025-04-06,00:00:00.0,23:59:00.0
Luces y sombras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=563da11cf75d4910VgnVCM2000001f4a900aRCRD,28042,PLAZA NAVIO 4,,Centro Sociocultural Teresa de Calcuta (Barajas),2025-02-01,2025-02-28,00:00:00.0,23:59:00.0
Lucía Lacarra Ballet,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4436cf8c3363910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 14,20:00,Centro Danza Matadero - CDM,2025-06-13,2025-06-13,20:00:00.0,23:59:00.0
Lucía Lacarra Ballet,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5536cf8c3363910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 14,20:00,Centro Danza Matadero - CDM,2025-06-14,2025-06-14,20:00:00.0,23:59:00.0
Lucía Lacarra Ballet,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9336cf8c3363910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 14,20:00,Centro Danza Matadero - CDM,2025-06-12,2025-06-12,20:00:00.0,23:59:00.0
Lucía Lacarra Ballet,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=98636cf8c3363910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 14,19:00,Centro Danza Matadero - CDM,2025-06-15,2025-06-15,19:00:00.0,23:59:00.0
Lucía Lacarra Ballet,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=423b52df5d253910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,20:00,Centro Danza Matadero - CDM,2025-06-11,2025-06-11,20:00:00.0,23:59:00.0
Ludoteca en Centro Cultural  Miguel Hernández,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=424529ae67e9e810VgnVCM2000001f4a900aRCRD,28044,CALLE SERRADILLA 13,,Centro Cultural Miguel Hernández (Latina),2024-10-04,2025-06-28,00:00:00.0,23:59:00.0
Ludoteca en Centro Cultural Fernando de los Ríos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c62cdfaf0ae9e810VgnVCM2000001f4a900aRCRD,28047,CALLE CAMARENA 10,,Centro Cultural Fernando de los Ríos (Latina),2024-10-04,2025-06-28,00:00:00.0,23:59:00.0
Ludoteca en Centro Cultural José Luis Sampedro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=88f129ae67e9e810VgnVCM2000001f4a900aRCRD,28047,CALLE CASTROSERNA 4,,Centro Cultural José Luis Sampedro (Latina),2024-10-04,2025-06-28,00:00:00.0,23:59:00.0
Ludoteca en Centro Cultural Sara Montiel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f9000e8cdd9e810VgnVCM2000001f4a900aRCRD,28024,CARRETERA BOADILLA DEL MONTE 40,,Centro Cultural Sara Montiel (Latina),2024-10-04,2025-06-28,00:00:00.0,23:59:00.0
Ludoteca en Centro Sociocultural Almirante Churruca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb0e29ae67e9e810VgnVCM2000001f4a900aRCRD,28024,CALLE FUENTE DEL TIRO 72,,Centro Sociocultural Almirante Churruca (Latina),2024-10-04,2025-06-28,00:00:00.0,23:59:00.0
Ludoteca en Centro Sociocultural El Greco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a5029ae67e9e810VgnVCM2000001f4a900aRCRD,28011,CALLE EL GRECO 29,,Centro Sociocultural El Greco (Latina),2024-10-04,2025-06-28,00:00:00.0,23:59:00.0
Ludoteca en Centro Sociocultural Rosario Acuña,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=109ddfaf0ae9e810VgnVCM2000001f4a900aRCRD,28011,CALLE MARIA DEL CARMEN 65,,Centro Sociocultural Rosario de Acuña (Latina),2024-10-05,2025-06-28,00:00:00.0,23:59:00.0
Ludoteca en la Biblioteca Ángel González,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50a99392d9f94810VgnVCM1000001d4a900aRCRD,28024,CALLE GRANJA DE TORREHERMOSA 1,09:30,Biblioteca Pública Municipal Ángel González (Latina),2024-09-14,2025-05-31,09:30:00.0,23:59:00.0
Ludotecas en Centro Sociocultural Latina,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59c61197cb41f810VgnVCM1000001d4a900aRCRD,,,,,2024-10-05,2025-06-28,00:00:00.0,23:59:00.0
Luminis-ciencia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d76a58d681315910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,18:00,Biblioteca Pública Municipal San Fermín (Usera),2025-03-06,2025-03-06,18:00:00.0,23:59:00.0
Luna la Hara en Arganzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f90585f02abb4910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 6,20:00,Centro Cultural Casa del Reloj (Arganzuela),2025-03-08,2025-03-08,20:00:00.0,23:59:00.0
Luna la Hara en Puente de Vallecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a62285f02abb4910VgnVCM1000001d4a900aRCRD,28053,AVENIDA GLORIETAS 19,19:00,Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),2025-03-09,2025-03-09,19:00:00.0,23:59:00.0
Macbeth,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6ffbb723be725910VgnVCM1000001d4a900aRCRD,28017,CALLE SANTA FELICIDAD 39,19:00,Centro Cultural la Elipa (Ciudad Lineal),2025-03-01,2025-03-01,19:00:00.0,23:59:00.0
Madrid Monumental: Antonio Palacios,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d432e1f659714910VgnVCM2000001f4a900aRCRD,28015,CALLE CONDE DUQUE 11,18:30,Hemeroteca Municipal,2025-01-23,2025-12-31,18:30:00.0,23:59:00.0
Madrid Río Tramo I. Del Puente del Rey al Puente de Andorra,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d337a1d8563f3910VgnVCM1000001d4a900aRCRD,,,10:00,,2025-03-13,2025-03-13,10:00:00.0,23:59:00.0
Madrid tiene su punto,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6bfaa2c1cb315910VgnVCM1000001d4a900aRCRD,28031,CALLE MANUEL VELEZ 10,,Centro Sociocultural Francisco Fatou (Villa de Vallecas),2025-03-24,2025-03-29,00:00:00.0,23:59:00.0
Madrileñas Ilustres: Rosario de Acuña (1850-1923),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a77f8f6c914d3910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,Biblioteca Histórica Municipal,2024-12-13,2025-06-30,00:00:00.0,23:59:00.0
Maestr@s - Villaverde,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f034f58252d4910VgnVCM1000001d4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,19:00,Centro Sociocultural Santa Petronila (Villaverde),2025-02-28,2025-02-28,19:00:00.0,23:59:00.0
Mal Pelo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=540b52df5d253910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,Centro Danza Matadero - CDM,2025-05-07,2025-05-11,00:00:00.0,23:59:00.0
"Man mano, il tempo scorre (l’incontro)",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0319ca24afbb4910VgnVCM1000001d4a900aRCRD,28002,CALLE MANTUANO 51,19:00,Centro Cultural Nicolás Salmerón (Chamartín),2025-03-14,2025-03-14,19:00:00.0,23:59:00.0
Maratón de música.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=01c8b249a0915910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,18:30,Centro Cultural Antonio Machado (San Blas - Canillejas),2025-03-28,2025-03-28,18:30:00.0,23:59:00.0
Marcapáginas con tintes naturales,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=65b78061b6e15910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,16:45,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-07,2025-03-07,16:45:00.0,23:59:00.0
Marco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=376433d971394910VgnVCM1000001d4a900aRCRD,28041,PLAZA ASOCIACION 1,18:30,Centro Cultural Meseta de Orcasitas (Usera),2025-02-28,2025-02-28,18:30:00.0,23:59:00.0
"Marconi. Pasacalles, Concurso de Disfraces y Orquesta",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f152e655eaf4910VgnVCM1000001d4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,18:00,Centro Sociocultural Marconi (Villaverde),2025-03-01,2025-03-01,18:00:00.0,23:59:00.0
Maria K + Fantasmagoría,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c069c4490405910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Cineteca Madrid,2025-03-14,2025-03-16,00:00:00.0,23:59:00.0
Marina Carmona - Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b2d98dca45bb4910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,19:00,Centro Cultural Casa de Vacas (Retiro),2025-03-29,2025-03-29,19:00:00.0,23:59:00.0
Marina Mascarell: Mongrel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfc202a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:00,Centro de Cultura Contemporánea Conde Duque,2025-03-27,2025-03-27,20:00:00.0,23:59:00.0
